ID,Name,Amount,Type,Status,Employee,Destination,Date,Time,Priority
EQU8917,Beds,12,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU4206,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU4207,Scissors,18,null,In Progress,00001,FHALL02201,2022-04-28,01:21:33,1
EQU8801,Beds,0,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU2941,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU726,Glove,12,Equipment,In Progress,00000,HBATH00102,2022-04-13,09:23:56,1
EQU6983,Recliners,0,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU3353,Bone Saw,78,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU1054,Oximeter,12,null,In Progress,00006,HHALL00603,2022-04-28,01:22:25,1
EQU8244,Recliners,0,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU2021,Recliners,7,null,In Progress,00010,HHALL00603,2022-04-28,20:13:29,1
EQU6191,Recliners,7,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU8490,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,19:27:40,1
EQU3913,Recliners,7,null,In Progress,00010,HHALL00603,2022-04-28,20:25:02,1
EQU5427,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU7846,Stethoscope,2,null,In Progress,00002,CHALL007L2,2022-04-28,01:24:04,1
EQU8934,Catheter,19,null,In Progress,00013,HHALL00203,2022-04-27,00:44:23,1
EQU9229,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU7843,Beds,6,null,In Progress,00010,HHALL00603,2022-04-28,20:25:02,1
EQU9589,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:50:50,1
EQU814,Beds,12,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU8257,Dresing,876,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU7165,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU9223,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:45:13,1
EQU1184,Syringe,25,Equipment,In Progress,00000,uStOR0L1,2022-04-12,22:36:24,1
EQU7164,Ventilator,9,null,In Progress,00002,HHALL00603,2022-04-28,01:23:43,1
EQU7172,Beds,6,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU1745,Body Bag,35,Equipment,In Progress,00000,HBATH00102,2022-04-13,09:23:56,1
EQU3925,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU6527,Scapel,9,null,In Progress,00004,FHALL02601,2022-04-28,01:26:57,1
EQU2287,Recliners,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU2964,Syringe,75,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU5312,First Aid Kit,45,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:43:43,1
EQU3498,Glove,3,null,In Progress,00013,HRETL00302,2022-04-28,01:20:20,1
EQU5678,Catheter,876,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU1994,First Aid Kit,15,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:40:37,1
EQU7975,Dressing,18,null,In Progress,00013,HDEPT00102,2022-04-28,01:24:56,1
EQU3131,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:25:02,1
EQU7057,Gloves,32,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:12:44,1
EQU6880,Nebulaizer,78,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU1073,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU8150,First Aid Kit,76,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:36:55,1
EQU1638,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU2726,First Aid Kit,100,Equipment,In Progress,00000,FDEPT00101,2022-04-12,01:37:09,1
EQU4907,Recliners,2,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU1758,Beds,12,null,In Progress,00010,HHALL00603,2022-04-28,20:29:22,1
EQU2846,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:21:27,1
EQU6659,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,19:40:09,1
EQU8838,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:40:09,1
EQU6539,Wheelchair,2,null,In Progress,00010,uPATI05803,2022-04-28,01:22:57,1
EQU1880,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU4236,Ventilator,11,null,In Progress,00005,HHALL00602,2022-04-28,01:26:02,1
EQU7983,Beds,17,null,In Progress,00011,HHALL00202,2022-04-28,01:24:26,1
EQU9369,Ventilator,76,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU513,Masks,78,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU2619,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU7758,Catheter,7,Equipment,In Progress,00000,FDEPT00201,2022-04-12,22:22:05,1
EQU9816,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:13:29,1
EQU1656,Syringe,6,null,In Progress,00013,HRETL00302,2022-04-28,01:20:53,1
EQU5456,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,19:21:27,1
EQU2502,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU4120,Beds,0,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU2061,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU648,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:18:13,1
EQU5695,Recliners,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU1091,Recliners,4,null,In Progress,00010,HHALL00603,2022-04-28,20:13:29,1
EQU3837,Large Intestine,78,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU6318,First Aid Kit,744,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU1540,First Aid Kit,100,Equipment,In Progress,00000,FDEPT00101,2022-04-12,01:54:16,1
EQU2079,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU3047,Recliners,4,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU9268,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU9272,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU1307,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,20:18:13,1
EQU1432,Syringe,23,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:40:37,1
EQU1552,Catheter,8,null,In Progress,00013,HDEPT00102,2022-04-28,01:24:56,1
EQU2641,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU4268,Dressing,56,null,In Progress,00011,CLABS002L1,2022-04-27,00:51:46,1
EQU3973,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:27:40,1
EQU2084,Syringe,15,null,In Progress,00013,FHALL00701,2022-04-28,01:18:30,1
EQU7651,Stethoscope,22,null,In Progress,00005,HHALL00602,2022-04-28,01:26:02,1
EQU4387,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU8620,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU7770,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU3051,Saline Bag,8,null,In Progress,00013,HRETL00302,2022-04-28,01:20:53,1
EQU5592,Oximeter,743,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU5350,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,20:13:29,1
EQU7098,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:29:22,1
EQU2651,Ventilator,3,null,In Progress,00013,HRETL00302,2022-04-28,01:20:53,1
EQU6698,Beds,10,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU9846,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU8755,Body Bag,678,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU1202,Syringe,16,null,In Progress,00005,HHALL00602,2022-04-28,01:26:02,1
EQU3984,Recliners,7,null,In Progress,00010,HHALL00603,2022-04-28,20:18:13,1
EQU8993,Catheter,69,Equipment,sent,00009,HHALL00603,2022-04-23,16:06:15,1
EQU5366,Beds,2,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU7420,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU7782,Beds,12,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU4151,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU5490,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU1333,Wheelchair,3,null,In Progress,00005,HHALL00602,2022-04-28,01:26:02,1
EQU6109,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU4965,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU9859,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU4289,Recliners,4,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU5136,Infusion Pumps,6,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU9611,Glucometer,10,null,In Progress,00003,CDEPT002L1,2022-04-28,01:18:12,1
EQU6100,Beds,10,null,In Progress,00010,HHALL00603,2022-04-28,20:29:22,1
EQU5013,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:25:02,1
EQU9056,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:04:51,1
EQU564,Recliners,0,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU4290,Recliners,2,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU1217,Beds,10,null,In Progress,00010,HHALL00603,2022-04-28,20:25:02,1
EQU1586,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:19,1
EQU1585,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU5027,First Aid Kit,100,Equipment,In Progress,00000,FDEPT00201,2022-04-12,02:11:39,1
EQU7449,X-Ray Machine,0,null,In Progress,00010,HHALL00603,2022-04-28,20:04:51,1
EQU7204,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,19:56:20,1
EQU7564,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU1580,Catheter,0,Equipment,In Progress,00000,FDEPT00301,2022-04-13,10:44:32,1
EQU2439,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,19:56:20,1
EQU3898,Body Bag,25,Equipment,In Progress,00000,FDEPT00101,2022-04-12,22:21:21,1
EQU1231,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:09:53,1
EQU4740,Glucometer,766,Equipment,In Progress,00000,uSTOR0L1,4/4/2022,23:13:37,1
EQU7339,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:13:29,1
EQU7578,Dressing,2,null,In Progress,00013,HRETL00302,2022-04-28,01:20:20,1
EQU3532,Recliners,1,null,In Progress,00010,HHALL00603,2022-04-28,20:09:19,1
EQU4067,Beds,12,null,In Progress,00010,HHALL00603,2022-04-28,20:25:02,1
EQU5035,Infusion Pumps,2,null,In Progress,00010,uSTOR00101,2022-04-28,20:09:53,1
EQU543,Beds,6,null,In Progress,00010,HHALL00603,2022-04-28,20:29:22,1
